id_campanha,nrpess,nome_do_produto,espaco_veiculacao,tag_publico_macro,dt_exposicao,clicou_flag
CAMP_0106,nrpess_010103,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-14 16:05:00.023565,0
CAMP_0107,nrpess_017620,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-14 17:24:04.852734,0
CAMP_0109,nrpess_005692,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-05 16:46:54.395881,0
CAMP_0112,nrpess_014213,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-05 19:01:47.303816,1
CAMP_0100,nrpess_003622,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-20 06:21:33.310798,0
CAMP_0104,nrpess_000981,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-19 04:47:38.286888,0
CAMP_0103,nrpess_022962,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-06 11:04:32.776653,0
CAMP_0102,nrpess_018381,Seguro Pix,Banner Home,Geral App,2026-08-02 12:11:05.364876,0
CAMP_0111,nrpess_011093,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-19 04:04:41.917027,0
CAMP_0109,nrpess_001476,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-07 22:47:46.826443,0
CAMP_0109,nrpess_001183,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-09 19:36:04.575006,0
CAMP_0112,nrpess_007479,Cartão Black,Banner Home,Alta Renda Pix,2026-08-09 12:39:13.906274,0
CAMP_0114,nrpess_020945,Cartão Black,Banner Home,Geral App,2026-08-14 01:08:19.208406,0
CAMP_0101,nrpess_020120,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-05 13:18:02.903490,0
CAMP_0108,nrpess_003370,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-19 03:05:34.945101,0
CAMP_0103,nrpess_021388,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-10 09:57:19.607734,0
CAMP_0106,nrpess_019094,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-11 21:39:11.027203,1
CAMP_0102,nrpess_024288,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-15 17:21:38.865503,0
CAMP_0108,nrpess_012754,Consórcio Auto,Carrossel Ofertas,Geral App,2026-08-07 01:53:31.846537,0
CAMP_0112,nrpess_005299,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-18 08:09:00.156282,0
CAMP_0100,nrpess_012161,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-17 05:00:43.315001,0
CAMP_0111,nrpess_012553,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-19 10:18:04.140804,1
CAMP_0104,nrpess_005085,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-11 19:13:12.285057,0
CAMP_0103,nrpess_007493,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 22:52:27.321998,0
CAMP_0104,nrpess_019298,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-10 19:20:04.353007,0
CAMP_0102,nrpess_023639,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-10 12:10:42.727401,0
CAMP_0104,nrpess_003393,Seguro Pix,Banner Home,Geral App,2026-08-09 11:02:59.202880,0
CAMP_0107,nrpess_018477,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-04 10:27:05.625211,1
CAMP_0105,nrpess_003350,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-07 09:29:38.241528,0
CAMP_0109,nrpess_023643,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-16 06:06:11.710373,0
CAMP_0112,nrpess_017941,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-06 10:22:02.900583,1
CAMP_0110,nrpess_007309,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-03 14:37:26.233876,0
CAMP_0103,nrpess_018207,Cartão Black,Banner Home,Propensos a Cartão,2026-08-04 04:47:28.547661,0
CAMP_0105,nrpess_006753,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-08 23:51:09.436154,0
CAMP_0101,nrpess_011120,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-04 12:20:39.584877,0
CAMP_0109,nrpess_005681,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-08 22:57:19.444186,0
CAMP_0108,nrpess_007874,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 13:05:47.673347,1
CAMP_0104,nrpess_021230,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-10 06:44:33.891486,0
CAMP_0113,nrpess_014487,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-10 11:35:58.646348,0
CAMP_0114,nrpess_011356,Seguro Pix,Push Notification,Geral App,2026-08-11 13:37:39.294121,0
CAMP_0107,nrpess_014603,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-14 01:37:13.888973,0
CAMP_0107,nrpess_009996,Pix Parcelado,Push Notification,Propensos a Cartão,2026-08-17 20:14:13.125612,0
CAMP_0113,nrpess_011285,Cartão Black,Push Notification,Especial sem Seguro,2026-08-08 10:34:35.278107,0
CAMP_0107,nrpess_010898,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-14 10:37:24.928716,0
CAMP_0109,nrpess_000266,Consórcio Auto,Pós-Pix Transacional,Especial sem Seguro,2026-08-10 05:47:02.179320,0
CAMP_0113,nrpess_011432,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-03 10:47:02.525979,0
CAMP_0100,nrpess_009222,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-08 03:46:00.774520,0
CAMP_0100,nrpess_013882,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-10 18:44:23.577822,0
CAMP_0112,nrpess_024624,Consórcio Auto,Push Notification,Alta Renda Pix,2026-08-02 08:30:04.796764,0
CAMP_0102,nrpess_018558,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-11 01:17:16.252831,0
CAMP_0113,nrpess_001070,Cartão Black,Banner Home,Propensos a Cartão,2026-08-03 04:35:35.665756,1
CAMP_0105,nrpess_005828,Cartão Black,Banner Home,Alta Renda Pix,2026-08-14 12:47:52.215297,1
CAMP_0104,nrpess_010897,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-02 03:56:12.660706,0
CAMP_0104,nrpess_018722,Cartão Black,Carrossel Ofertas,Alta Renda Pix,2026-08-06 15:23:49.069902,0
CAMP_0101,nrpess_002916,Consórcio Auto,Banner Home,Geral App,2026-08-02 14:19:30.187308,1
CAMP_0114,nrpess_006330,Pix Parcelado,Banner Home,Geral App,2026-08-18 09:15:40.696215,0
CAMP_0105,nrpess_010485,Pix Parcelado,Push Notification,Geral App,2026-08-05 18:22:01.292556,0
CAMP_0104,nrpess_011044,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-20 00:32:45.667437,0
CAMP_0107,nrpess_016549,Cartão Black,Push Notification,Alta Renda Pix,2026-08-12 03:47:21.011467,0
CAMP_0111,nrpess_023124,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-03 14:53:50.915488,1
CAMP_0105,nrpess_011648,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-07 15:47:34.076876,0
CAMP_0102,nrpess_010220,Pix Parcelado,Pós-Pix Transacional,Propensos a Cartão,2026-08-13 02:01:30.733291,0
CAMP_0109,nrpess_001817,Cartão Black,Carrossel Ofertas,Geral App,2026-08-03 04:45:10.986494,0
CAMP_0112,nrpess_020914,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-03 12:09:43.046674,0
CAMP_0104,nrpess_021208,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-21 09:59:00.674735,0
CAMP_0108,nrpess_023821,Seguro Pix,Push Notification,Especial sem Seguro,2026-08-10 19:17:35.421924,0
CAMP_0114,nrpess_012746,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-04 19:50:01.066440,0
CAMP_0113,nrpess_022221,Pix Parcelado,Banner Home,Geral App,2026-08-20 01:22:47.372738,0
CAMP_0110,nrpess_020003,Cartão Black,Banner Home,Geral App,2026-08-15 14:26:23.476374,0
CAMP_0101,nrpess_011903,Pix Parcelado,Carrossel Ofertas,Alta Renda Pix,2026-08-15 17:23:46.527848,0
CAMP_0112,nrpess_002819,Cartão Black,Banner Home,Especial sem Seguro,2026-08-05 01:34:20.729565,0
CAMP_0113,nrpess_022785,Cartão Black,Banner Home,Geral App,2026-08-10 07:12:25.093511,0
CAMP_0104,nrpess_003211,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-20 07:11:23.624537,0
CAMP_0109,nrpess_000790,Cartão Black,Carrossel Ofertas,Especial sem Seguro,2026-08-06 20:49:42.306743,0
CAMP_0109,nrpess_007020,Pix Parcelado,Carrossel Ofertas,Alta Renda Pix,2026-08-08 22:26:01.027070,0
CAMP_0107,nrpess_017806,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-20 13:30:37.571673,0
CAMP_0109,nrpess_010712,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-15 11:52:13.650970,0
CAMP_0113,nrpess_019568,Cartão Black,Push Notification,Alta Renda Pix,2026-08-15 10:27:33.093766,0
CAMP_0103,nrpess_022806,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-21 05:23:35.837485,1
CAMP_0104,nrpess_015141,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-05 22:08:55.962609,0
CAMP_0114,nrpess_008785,Consórcio Auto,Banner Home,Alta Renda Pix,2026-08-15 05:06:38.521452,0
CAMP_0111,nrpess_015208,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-18 13:06:55.827193,1
CAMP_0102,nrpess_024810,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-21 15:35:59.484324,1
CAMP_0112,nrpess_017097,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-13 22:58:40.462657,0
CAMP_0107,nrpess_015847,Cartão Black,Banner Home,Geral App,2026-08-02 01:11:22.248866,0
CAMP_0114,nrpess_011132,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-15 17:46:23.899226,0
CAMP_0108,nrpess_019810,Seguro Pix,Carrossel Ofertas,Propensos a Cartão,2026-08-18 17:51:04.300893,0
CAMP_0111,nrpess_016001,Consórcio Auto,Pós-Pix Transacional,Geral App,2026-08-02 23:01:55.091759,0
CAMP_0106,nrpess_015797,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-05 17:36:45.126551,0
CAMP_0106,nrpess_007045,Consórcio Auto,Carrossel Ofertas,Alta Renda Pix,2026-08-03 10:06:44.000265,0
CAMP_0110,nrpess_009604,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-10 17:39:48.438831,0
CAMP_0112,nrpess_002257,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-15 05:46:19.557355,1
CAMP_0109,nrpess_017816,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-13 08:46:12.424304,0
CAMP_0109,nrpess_004355,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-20 07:02:38.260461,0
CAMP_0110,nrpess_004031,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-18 06:50:48.300787,0
CAMP_0105,nrpess_003771,Consórcio Auto,Banner Home,Geral App,2026-08-21 23:13:31.560453,0
CAMP_0110,nrpess_023847,Cartão Black,Carrossel Ofertas,Geral App,2026-08-16 08:38:12.115010,0
CAMP_0113,nrpess_013237,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-16 18:02:25.857523,1
CAMP_0106,nrpess_004541,Consórcio Auto,Carrossel Ofertas,Propensos a Cartão,2026-08-21 01:30:21.354793,0
CAMP_0110,nrpess_003285,Cartão Black,Carrossel Ofertas,Propensos a Cartão,2026-08-06 15:11:38.234697,0
CAMP_0106,nrpess_024979,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-13 18:52:41.219086,0
CAMP_0112,nrpess_008882,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-16 06:22:40.197178,0
CAMP_0114,nrpess_005244,Pix Parcelado,Banner Home,Geral App,2026-08-03 07:01:11.363117,0
CAMP_0113,nrpess_004724,Cartão Black,Banner Home,Especial sem Seguro,2026-08-07 22:30:17.925755,1
CAMP_0114,nrpess_022992,Cartão Black,Banner Home,Propensos a Cartão,2026-08-16 07:54:44.250333,0
CAMP_0105,nrpess_008387,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-09 11:15:42.855816,0
CAMP_0108,nrpess_011149,Cartão Black,Banner Home,Geral App,2026-08-18 02:15:01.390299,0
CAMP_0109,nrpess_023299,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-08 02:52:29.160559,0
CAMP_0107,nrpess_011200,Seguro Pix,Carrossel Ofertas,Propensos a Cartão,2026-08-04 21:21:25.519383,0
CAMP_0109,nrpess_006139,Cartão Black,Push Notification,Especial sem Seguro,2026-08-03 14:51:36.010250,0
CAMP_0103,nrpess_006498,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-16 11:55:42.865650,0
CAMP_0103,nrpess_008172,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-04 22:24:18.201829,0
CAMP_0111,nrpess_018308,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-03 05:04:38.699065,0
CAMP_0100,nrpess_001126,Cartão Black,Push Notification,Alta Renda Pix,2026-08-10 05:37:08.397286,0
CAMP_0114,nrpess_012988,Consórcio Auto,Pós-Pix Transacional,Alta Renda Pix,2026-08-16 17:17:35.729021,1
CAMP_0105,nrpess_020687,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-06 09:32:18.693744,0
CAMP_0113,nrpess_009004,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-11 17:32:12.078253,0
CAMP_0104,nrpess_008422,Seguro Pix,Carrossel Ofertas,Alta Renda Pix,2026-08-14 05:51:03.143451,0
CAMP_0106,nrpess_006190,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-09 04:55:47.565448,0
CAMP_0113,nrpess_020692,Consórcio Auto,Banner Home,Especial sem Seguro,2026-08-09 09:13:20.320652,0
CAMP_0112,nrpess_024252,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-05 10:15:29.516295,0
CAMP_0105,nrpess_006780,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-18 08:29:25.780989,0
CAMP_0112,nrpess_011892,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-16 10:36:32.654413,0
CAMP_0107,nrpess_001231,Consórcio Auto,Push Notification,Especial sem Seguro,2026-08-11 20:21:33.242634,1
CAMP_0114,nrpess_024759,Seguro Pix,Carrossel Ofertas,Geral App,2026-08-19 07:45:27.957891,0
CAMP_0108,nrpess_020466,Cartão Black,Carrossel Ofertas,Alta Renda Pix,2026-08-03 10:20:35.754698,1
CAMP_0105,nrpess_024385,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-19 13:08:11.579200,0
CAMP_0110,nrpess_002449,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-03 00:56:19.693339,0
CAMP_0106,nrpess_020458,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-13 07:52:31.224439,0
CAMP_0105,nrpess_001124,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-09 02:53:32.587599,1
CAMP_0113,nrpess_023859,Seguro Pix,Banner Home,Geral App,2026-08-05 21:25:38.338140,0
CAMP_0100,nrpess_019107,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-11 10:21:51.085424,0
CAMP_0107,nrpess_004509,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-15 00:37:52.006894,0
CAMP_0113,nrpess_014921,Pix Parcelado,Banner Home,Geral App,2026-08-15 13:28:56.829721,1
CAMP_0112,nrpess_011507,Consórcio Auto,Banner Home,Alta Renda Pix,2026-08-20 23:05:58.939795,0
CAMP_0114,nrpess_005934,Cartão Black,Banner Home,Geral App,2026-08-18 01:44:16.684326,1
CAMP_0113,nrpess_024091,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-05 02:06:10.345494,0
CAMP_0111,nrpess_016038,Cartão Black,Banner Home,Alta Renda Pix,2026-08-03 02:21:16.355644,0
CAMP_0109,nrpess_007106,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-18 07:55:00.490141,0
CAMP_0100,nrpess_024432,Pix Parcelado,Banner Home,Geral App,2026-08-16 13:59:00.922157,0
CAMP_0100,nrpess_015405,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 10:02:35.098169,0
CAMP_0112,nrpess_022394,Cartão Black,Banner Home,Geral App,2026-08-18 04:07:53.926065,0
CAMP_0105,nrpess_005373,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-14 19:25:36.840503,0
CAMP_0110,nrpess_004524,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-07 08:23:17.388830,0
CAMP_0110,nrpess_019143,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-11 11:33:58.632068,0
CAMP_0103,nrpess_021710,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-19 05:51:45.842860,0
CAMP_0104,nrpess_023583,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-10 16:17:12.191708,0
CAMP_0101,nrpess_016460,Consórcio Auto,Push Notification,Propensos a Cartão,2026-08-17 12:04:35.883561,1
CAMP_0113,nrpess_019288,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-21 16:51:53.809688,1
CAMP_0100,nrpess_010517,Pix Parcelado,Push Notification,Alta Renda Pix,2026-08-04 08:16:05.597738,0
CAMP_0104,nrpess_018847,Cartão Black,Banner Home,Especial sem Seguro,2026-08-19 08:27:59.983534,0
CAMP_0108,nrpess_020368,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-21 04:38:24.556575,1
CAMP_0102,nrpess_013406,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-19 09:33:08.593383,1
CAMP_0107,nrpess_012760,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-15 03:33:04.608016,0
CAMP_0106,nrpess_006583,Pix Parcelado,Banner Home,Geral App,2026-08-05 00:07:26.567135,0
CAMP_0104,nrpess_006953,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-17 18:19:47.656225,0
CAMP_0110,nrpess_016386,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-06 07:42:08.267414,0
CAMP_0114,nrpess_017277,Consórcio Auto,Banner Home,Geral App,2026-08-20 09:53:32.938507,1
CAMP_0114,nrpess_022808,Seguro Pix,Push Notification,Geral App,2026-08-02 06:37:22.037684,0
CAMP_0112,nrpess_013165,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-09 12:20:12.704017,0
CAMP_0100,nrpess_013851,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-02 05:29:09.112818,1
CAMP_0101,nrpess_016160,Pix Parcelado,Banner Home,Geral App,2026-08-16 08:22:51.338431,0
CAMP_0103,nrpess_014299,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-18 17:32:08.845343,1
CAMP_0102,nrpess_003770,Cartão Black,Banner Home,Especial sem Seguro,2026-08-19 20:47:31.835822,1
CAMP_0112,nrpess_014497,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-07 07:22:46.263478,1
CAMP_0102,nrpess_024748,Cartão Black,Carrossel Ofertas,Propensos a Cartão,2026-08-18 15:22:03.799314,0
CAMP_0110,nrpess_003249,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-14 16:00:01.355388,1
CAMP_0101,nrpess_009666,Seguro Pix,Pós-Pix Transacional,Alta Renda Pix,2026-08-21 05:42:03.350348,0
CAMP_0108,nrpess_002613,Cartão Black,Push Notification,Propensos a Cartão,2026-08-02 20:35:16.275797,0
CAMP_0100,nrpess_009417,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-12 05:50:17.051086,0
CAMP_0109,nrpess_009639,Cartão Black,Push Notification,Especial sem Seguro,2026-08-10 00:45:21.641693,0
CAMP_0105,nrpess_018087,Cartão Black,Banner Home,Especial sem Seguro,2026-08-01 14:48:08.939973,0
CAMP_0114,nrpess_003902,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-05 18:55:10.607318,0
CAMP_0104,nrpess_014223,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-13 16:19:34.254551,0
CAMP_0102,nrpess_020471,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-07 17:57:41.839581,0
CAMP_0106,nrpess_010826,Seguro Pix,Carrossel Ofertas,Especial sem Seguro,2026-08-07 09:20:24.331576,0
CAMP_0104,nrpess_024796,Pix Parcelado,Banner Home,Geral App,2026-08-09 16:29:47.987277,0
CAMP_0104,nrpess_021013,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-09 11:21:45.573483,0
CAMP_0103,nrpess_013905,Cartão Black,Push Notification,Alta Renda Pix,2026-08-17 07:53:44.882600,0
CAMP_0106,nrpess_023214,Cartão Black,Push Notification,Propensos a Cartão,2026-08-07 12:53:11.333860,0
CAMP_0114,nrpess_007634,Cartão Black,Carrossel Ofertas,Geral App,2026-08-18 20:38:59.387424,1
CAMP_0108,nrpess_007078,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-08 14:12:11.840427,0
CAMP_0113,nrpess_002481,Pix Parcelado,Push Notification,Especial sem Seguro,2026-08-15 19:21:42.762019,0
CAMP_0111,nrpess_018491,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-19 17:59:55.039058,0
CAMP_0114,nrpess_005670,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-11 20:57:00.980836,0
CAMP_0109,nrpess_010711,Cartão Black,Banner Home,Alta Renda Pix,2026-08-21 06:39:21.325130,0
CAMP_0106,nrpess_017634,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-03 16:04:58.204625,0
CAMP_0106,nrpess_019148,Cartão Black,Pós-Pix Transacional,Especial sem Seguro,2026-08-09 00:32:04.996966,0
CAMP_0113,nrpess_016381,Seguro Pix,Banner Home,Especial sem Seguro,2026-08-13 00:46:06.389091,1
CAMP_0106,nrpess_016809,Cartão Black,Push Notification,Propensos a Cartão,2026-08-20 11:03:16.438863,0
CAMP_0114,nrpess_010910,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-07 18:28:32.067528,0
CAMP_0106,nrpess_013376,Pix Parcelado,Carrossel Ofertas,Propensos a Cartão,2026-08-17 23:15:56.191971,0
CAMP_0113,nrpess_004981,Seguro Pix,Push Notification,Propensos a Cartão,2026-08-09 16:34:17.536761,1
CAMP_0111,nrpess_012702,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-04 02:23:05.317382,1
CAMP_0109,nrpess_016287,Cartão Black,Banner Home,Especial sem Seguro,2026-08-13 14:24:43.133482,0
CAMP_0114,nrpess_005671,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-02 03:01:58.359803,1
CAMP_0111,nrpess_000703,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-06 13:01:29.883919,0
CAMP_0114,nrpess_024298,Cartão Black,Pós-Pix Transacional,Alta Renda Pix,2026-08-21 08:22:51.718034,0
CAMP_0106,nrpess_019253,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-08 04:29:41.221868,1
CAMP_0104,nrpess_023851,Pix Parcelado,Push Notification,Geral App,2026-08-08 16:01:49.300020,0
CAMP_0107,nrpess_000880,Seguro Pix,Push Notification,Geral App,2026-08-18 11:21:43.238194,0
CAMP_0106,nrpess_012546,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-19 01:09:51.932640,0
CAMP_0103,nrpess_024755,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-03 03:58:23.179519,0
CAMP_0108,nrpess_020320,Cartão Black,Banner Home,Especial sem Seguro,2026-08-07 08:52:29.905372,0
CAMP_0105,nrpess_018185,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-02 12:58:13.781117,0
CAMP_0108,nrpess_014568,Consórcio Auto,Carrossel Ofertas,Propensos a Cartão,2026-08-17 07:42:03.090669,0
CAMP_0111,nrpess_019918,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-19 06:14:16.535414,0
CAMP_0106,nrpess_015948,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-12 08:55:28.514130,0
CAMP_0103,nrpess_019711,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-20 11:37:41.823322,0
CAMP_0105,nrpess_016388,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-01 20:30:14.434142,0
CAMP_0104,nrpess_002434,Consórcio Auto,Banner Home,Geral App,2026-08-09 00:39:01.037836,0
CAMP_0107,nrpess_007196,Seguro Pix,Pós-Pix Transacional,Geral App,2026-08-20 18:02:56.778358,0
CAMP_0100,nrpess_018652,Cartão Black,Push Notification,Especial sem Seguro,2026-08-16 06:00:05.936865,0
CAMP_0108,nrpess_004188,Pix Parcelado,Carrossel Ofertas,Geral App,2026-08-17 17:10:29.870940,0
CAMP_0109,nrpess_012609,Seguro Pix,Pós-Pix Transacional,Especial sem Seguro,2026-08-05 12:16:26.966570,0
CAMP_0104,nrpess_019469,Seguro Pix,Pós-Pix Transacional,Propensos a Cartão,2026-08-15 19:40:23.696942,0
CAMP_0107,nrpess_022775,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-07 14:21:46.925271,0
CAMP_0108,nrpess_017810,Pix Parcelado,Banner Home,Geral App,2026-08-03 15:01:01.493184,0
CAMP_0106,nrpess_016792,Seguro Pix,Push Notification,Alta Renda Pix,2026-08-20 01:01:25.286190,1
CAMP_0101,nrpess_006964,Pix Parcelado,Pós-Pix Transacional,Geral App,2026-08-17 00:36:21.839296,0
CAMP_0101,nrpess_001404,Pix Parcelado,Pós-Pix Transacional,Alta Renda Pix,2026-08-13 19:59:25.216754,0
CAMP_0106,nrpess_007648,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-15 12:25:33.209335,1
CAMP_0105,nrpess_003142,Pix Parcelado,Banner Home,Alta Renda Pix,2026-08-11 01:02:34.353621,0
CAMP_0109,nrpess_018317,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-09 23:50:13.907849,0
CAMP_0113,nrpess_007756,Seguro Pix,Banner Home,Propensos a Cartão,2026-08-02 21:41:50.294303,0
CAMP_0100,nrpess_007975,Cartão Black,Pós-Pix Transacional,Geral App,2026-08-03 18:23:15.292021,0
CAMP_0103,nrpess_019687,Seguro Pix,Banner Home,Alta Renda Pix,2026-08-13 08:16:00.739772,0
CAMP_0106,nrpess_009145,Cartão Black,Push Notification,Especial sem Seguro,2026-08-10 12:56:54.641255,0
CAMP_0114,nrpess_002624,Pix Parcelado,Banner Home,Propensos a Cartão,2026-08-21 04:28:51.826806,0
CAMP_0102,nrpess_006770,Cartão Black,Pós-Pix Transacional,Propensos a Cartão,2026-08-05 09:31:35.161948,0
CAMP_0100,nrpess_004911,Pix Parcelado,Pós-Pix Transacional,Especial sem Seguro,2026-08-07 00:02:29.102392,1
CAMP_0106,nrpess_001528,Cartão Black,Carrossel Ofertas,Alta Renda Pix,2026-08-02 16:24:55.145269,0
CAMP_0106,nrpess_009460,Consórcio Auto,Banner Home,Propensos a Cartão,2026-08-13 12:11:19.230047,0
CAMP_0108,nrpess_007859,Pix Parcelado,Banner Home,Especial sem Seguro,2026-08-10 08:34:17.695355,1
