nrpess,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base
nrpess_014154,Especial,Moderado,12557.53,1854.12,11,4,0.481
nrpess_014155,Select,Moderado,17060.8,1777.84,10,4,0.454
nrpess_014156,Select,Muito Engajado,30113.8,3321.04,19,3,0.678
nrpess_014157,Especial,Moderado,9555.99,1096.52,4,1,0.167
nrpess_014158,Select,Baixo Engajamento,24977.61,734.93,2,4,0.228
nrpess_014159,Varejo,Moderado,505.18,2064.25,7,1,0.267
nrpess_014160,Varejo,Muito Engajado,1846.38,3281.81,20,12,0.95
nrpess_014161,Varejo,Moderado,148.17,1168.23,8,4,0.389
nrpess_014162,Especial,Baixo Engajamento,7722.38,699.81,2,3,0.187
nrpess_014163,Varejo,Muito Engajado,2023.47,3859.4,18,5,0.746
nrpess_014164,Varejo,Muito Engajado,1147.77,3462.58,18,3,0.657
nrpess_014165,Varejo,Moderado,1361.65,2101.48,5,2,0.258
nrpess_014166,Varejo,Moderado,886.9,1439.81,10,1,0.326
nrpess_014167,Select,Moderado,24103.45,1888.94,7,6,0.462
nrpess_014168,Varejo,Baixo Engajamento,781.61,611.06,1,0,0.05
nrpess_014169,Varejo,Muito Engajado,1672.29,3749.67,24,7,0.95
nrpess_014170,Especial,Moderado,7832.87,1044.22,7,3,0.321
nrpess_014171,Varejo,Moderado,971.37,1948.68,7,3,0.344
nrpess_014172,Especial,Baixo Engajamento,4706.48,660.69,1,2,0.122
nrpess_014173,Select,Baixo Engajamento,8100.28,457.7,5,2,0.216
nrpess_014174,Select,Moderado,14287.28,2143.24,3,0,0.129
nrpess_014175,Select,Moderado,19338.1,1717.04,10,7,0.573
nrpess_014176,Varejo,Moderado,1849.98,2325.76,8,1,0.298
nrpess_014177,Especial,Moderado,4950.2,1631.76,5,2,0.246
nrpess_014178,Varejo,Muito Engajado,1814.9,3402.01,17,3,0.63
nrpess_014179,Varejo,Baixo Engajamento,1627.46,786.25,0,1,0.06
nrpess_014180,Varejo,Moderado,2422.29,1599.89,13,5,0.565
nrpess_014181,Varejo,Muito Engajado,779.41,3519.88,18,5,0.738
nrpess_014182,Select,Baixo Engajamento,23547.35,454.04,5,0,0.136
nrpess_014183,Varejo,Moderado,2741.62,1860.1,9,2,0.352
nrpess_014184,Especial,Muito Engajado,6675.99,4920.2,14,4,0.633
nrpess_014185,Varejo,Muito Engajado,1976.3,3564.88,17,5,0.714
nrpess_014186,Varejo,Moderado,1527.55,1834.05,15,4,0.581
nrpess_014187,Private,Baixo Engajamento,68418.18,658.04,3,2,0.171
nrpess_014188,Varejo,Baixo Engajamento,835.86,719.09,4,1,0.158
nrpess_014189,Especial,Moderado,12020.11,1026.02,3,3,0.221
nrpess_014190,Varejo,Baixo Engajamento,2001.28,740.49,0,3,0.139
nrpess_014191,Varejo,Moderado,1604.64,1046.74,9,2,0.331
nrpess_014192,Varejo,Moderado,1613.2,1468.13,4,3,0.257
nrpess_014193,Select,Moderado,15174.34,1573.74,4,4,0.299
nrpess_014194,Varejo,Moderado,2643.34,1924.65,4,1,0.188
nrpess_014195,Varejo,Moderado,1721.23,2610.13,5,3,0.31
nrpess_014196,Varejo,Muito Engajado,2042.94,4202.08,16,8,0.825
nrpess_014197,Especial,Muito Engajado,4995.06,4482.38,8,3,0.432
nrpess_014198,Especial,Moderado,10209.01,1357.07,12,4,0.494
nrpess_014199,Especial,Baixo Engajamento,2258.08,815.61,4,0,0.12
nrpess_014200,Varejo,Baixo Engajamento,2980.03,827.47,2,3,0.191
nrpess_014201,Select,Baixo Engajamento,23428.46,616.08,2,2,0.145
nrpess_014202,Especial,Muito Engajado,7993.04,1646.49,17,5,0.666
nrpess_014203,Select,Moderado,16796.06,1677.17,6,1,0.232
nrpess_014204,Select,Moderado,14269.47,1742.08,12,4,0.504
nrpess_014205,Especial,Moderado,11124.24,1914.44,11,1,0.363
nrpess_014206,Varejo,Muito Engajado,977.72,1953.36,20,13,0.95
nrpess_014207,Select,Moderado,23490.15,1764.6,6,3,0.314
nrpess_014208,Select,Muito Engajado,15676.86,2087.6,19,4,0.687
nrpess_014209,Varejo,Baixo Engajamento,857.8,351.79,3,0,0.084
nrpess_014210,Varejo,Moderado,2010.99,2261.96,9,3,0.402
nrpess_014211,Select,Moderado,31135.66,2622.99,4,4,0.326
nrpess_014212,Varejo,Moderado,849.61,1814.48,11,2,0.4
nrpess_014213,Select,Muito Engajado,28865.75,2922.29,20,7,0.853
nrpess_014214,Varejo,Moderado,147.27,1930.78,11,3,0.443
nrpess_014215,Varejo,Moderado,3343.76,905.69,6,5,0.373
nrpess_014216,Varejo,Baixo Engajamento,705.34,913.72,0,0,0.05
nrpess_014217,Varejo,Muito Engajado,277.41,3257.53,11,4,0.516
nrpess_014218,Varejo,Moderado,1879.85,2421.74,8,4,0.421
nrpess_014219,Varejo,Muito Engajado,2133.85,3276.02,16,7,0.762
nrpess_014220,Especial,Moderado,7872.45,2189.24,6,2,0.285
nrpess_014221,Private,Muito Engajado,100343.38,3731.03,20,3,0.713
nrpess_014222,Varejo,Moderado,2618.25,1158.4,5,4,0.314
nrpess_014223,Especial,Moderado,7386.47,2537.95,12,2,0.443
nrpess_014224,Especial,Moderado,11942.05,1218.78,8,3,0.35
nrpess_014225,Especial,Muito Engajado,5636.88,3812.16,16,9,0.855
nrpess_014226,Especial,Muito Engajado,3623.63,3228.5,14,5,0.631
nrpess_014227,Varejo,Moderado,1129.97,1918.53,8,4,0.408
nrpess_014228,Varejo,Muito Engajado,2139.83,3278.07,19,6,0.797
nrpess_014229,Varejo,Muito Engajado,2068.59,2971.34,19,3,0.669
nrpess_014230,Varejo,Moderado,4012.07,2299.84,6,4,0.367
nrpess_014231,Especial,Moderado,6873.56,2590.09,7,5,0.44
nrpess_014232,Varejo,Moderado,1838.24,2175.88,5,0,0.179
nrpess_014233,Select,Muito Engajado,22313.52,2738.87,19,2,0.623
nrpess_014234,Select,Moderado,14577.94,1575.91,10,3,0.409
nrpess_014235,Private,Moderado,61481.52,1711.01,13,1,0.408
nrpess_014236,Select,Moderado,34290.41,1956.98,12,2,0.429
nrpess_014237,Varejo,Muito Engajado,2774.96,3891.04,16,5,0.697
nrpess_014238,Especial,Moderado,6271.81,2361.64,9,4,0.444
nrpess_014239,Varejo,Moderado,2093.25,1733.1,5,3,0.288
nrpess_014240,Select,Muito Engajado,29037.09,5120.67,17,6,0.793
nrpess_014241,Select,Moderado,24523.25,1040.88,9,3,0.371
nrpess_014242,Select,Moderado,39734.84,1618.15,9,1,0.305
nrpess_014243,Varejo,Baixo Engajamento,3037.25,339.77,4,0,0.108
nrpess_014244,Especial,Muito Engajado,7747.66,3382.21,14,7,0.715
nrpess_014245,Varejo,Moderado,2799.6,2214.78,7,0,0.23
nrpess_014246,Varejo,Moderado,1355.33,1631.33,7,3,0.336
nrpess_014247,Especial,Moderado,4344.45,1864.47,12,2,0.427
nrpess_014248,Varejo,Moderado,940.86,1748.12,10,2,0.374
nrpess_014249,Private,Moderado,88626.3,2132.25,6,6,0.443
nrpess_014250,Varejo,Moderado,2785.06,1930.41,10,4,0.458
nrpess_014251,Select,Moderado,26359.91,1608.58,8,1,0.28
nrpess_014252,Varejo,Muito Engajado,1892.91,2786.6,22,4,0.78
nrpess_014253,Select,Moderado,38665.17,1885.27,5,4,0.332
nrpess_014254,Select,Moderado,26136.06,961.0,9,1,0.289
nrpess_014255,Select,Muito Engajado,42056.52,3061.65,12,4,0.537
nrpess_014256,Varejo,Muito Engajado,1388.24,4864.5,17,5,0.747
nrpess_014257,Select,Muito Engajado,24840.24,1670.4,18,6,0.732
nrpess_014258,Varejo,Moderado,2691.01,1949.76,6,2,0.279
nrpess_014259,Varejo,Moderado,1930.52,1937.45,5,3,0.293
nrpess_014260,Varejo,Baixo Engajamento,2277.34,640.52,3,2,0.171
nrpess_014261,Select,Baixo Engajamento,29108.27,222.66,2,2,0.136
nrpess_014262,Varejo,Baixo Engajamento,1953.09,461.66,2,3,0.182
nrpess_014263,Select,Moderado,42242.18,1170.42,7,1,0.244
nrpess_014264,Especial,Baixo Engajamento,9669.99,436.47,4,1,0.151
nrpess_014265,Varejo,Moderado,2073.25,2016.92,9,2,0.355
nrpess_014266,Select,Moderado,31152.24,1635.02,7,0,0.216
nrpess_014267,Varejo,Moderado,2382.2,2012.4,15,2,0.505
nrpess_014268,Select,Muito Engajado,10186.64,3671.96,17,9,0.877
nrpess_014269,Varejo,Muito Engajado,3062.6,4854.54,16,7,0.801
nrpess_014270,Especial,Moderado,6470.21,2382.0,10,4,0.47
nrpess_014271,Varejo,Muito Engajado,1851.44,5253.05,15,8,0.826
nrpess_014272,Varejo,Moderado,1421.83,1251.23,10,4,0.441
nrpess_014273,Varejo,Baixo Engajamento,3103.18,568.95,3,2,0.169
nrpess_014274,Varejo,Muito Engajado,1108.52,3639.68,26,5,0.941
nrpess_014275,Varejo,Moderado,2370.03,1831.03,10,4,0.456
nrpess_014276,Varejo,Moderado,1482.64,1732.95,5,3,0.288
nrpess_014277,Varejo,Moderado,1394.49,2445.9,8,2,0.341
nrpess_014278,Especial,Baixo Engajamento,2142.63,941.54,5,1,0.189
nrpess_014279,Especial,Baixo Engajamento,5949.83,476.12,2,0,0.062
nrpess_014280,Select,Muito Engajado,19299.2,3784.52,9,10,0.72
nrpess_014281,Especial,Muito Engajado,6248.61,1674.96,18,3,0.612
nrpess_014282,Especial,Baixo Engajamento,8221.34,335.43,3,0,0.083
nrpess_014283,Especial,Baixo Engajamento,9076.58,1024.92,4,0,0.126
nrpess_014284,Varejo,Moderado,1551.04,1351.09,14,4,0.544
nrpess_014285,Especial,Muito Engajado,9061.28,3917.99,18,8,0.868
nrpess_014286,Varejo,Moderado,2144.93,2010.38,4,3,0.27
nrpess_014287,Select,Moderado,28171.41,1005.43,10,3,0.395
nrpess_014288,Especial,Baixo Engajamento,5683.09,1058.3,4,1,0.166
nrpess_014289,Varejo,Baixo Engajamento,1425.33,508.37,2,1,0.103
nrpess_014290,Especial,Moderado,7670.13,1623.05,5,1,0.206
nrpess_014291,Varejo,Moderado,2196.42,1843.91,7,3,0.341
nrpess_014292,Varejo,Moderado,1639.12,1234.27,11,6,0.546
nrpess_014293,Varejo,Moderado,1641.52,2075.06,4,2,0.232
nrpess_014294,Especial,Muito Engajado,5610.12,2686.77,24,4,0.827
nrpess_014295,Especial,Moderado,5387.5,2211.5,7,2,0.31
nrpess_014296,Select,Moderado,17909.56,1999.48,4,2,0.23
nrpess_014297,Varejo,Baixo Engajamento,1909.29,411.16,5,0,0.135
nrpess_014298,Especial,Baixo Engajamento,9248.85,465.38,1,3,0.157
nrpess_014299,Especial,Moderado,6527.78,2224.37,8,1,0.296
nrpess_014300,Varejo,Moderado,0.0,2002.05,10,3,0.42
nrpess_014301,Especial,Moderado,11411.89,1287.0,11,2,0.387
nrpess_014302,Varejo,Moderado,1090.25,1465.36,7,3,0.332
nrpess_014303,Varejo,Moderado,1477.36,1756.06,9,2,0.349
nrpess_014304,Varejo,Moderado,2850.28,787.44,7,2,0.275
nrpess_014305,Especial,Baixo Engajamento,4760.95,495.82,1,0,0.05
nrpess_014306,Varejo,Moderado,2062.11,1309.8,7,5,0.408
nrpess_014307,Varejo,Muito Engajado,2278.74,2848.03,15,2,0.526
nrpess_014308,Varejo,Muito Engajado,1327.98,2847.01,13,8,0.716
nrpess_014309,Varejo,Moderado,1804.27,1707.95,9,1,0.308
nrpess_014310,Varejo,Moderado,2067.4,1961.01,8,2,0.329
nrpess_014311,Varejo,Moderado,1689.55,1321.52,2,1,0.123
nrpess_014312,Especial,Muito Engajado,11124.94,3946.85,25,8,0.95
nrpess_014313,Varejo,Baixo Engajamento,2516.62,444.0,5,0,0.136
nrpess_014314,Especial,Muito Engajado,6549.7,3299.53,17,3,0.627
nrpess_014315,Especial,Moderado,9779.27,1466.34,10,1,0.327
nrpess_014316,Varejo,Muito Engajado,664.75,3204.88,16,7,0.76
nrpess_014317,Varejo,Moderado,784.38,1369.34,7,1,0.249
nrpess_014318,Select,Moderado,16935.95,1991.24,4,2,0.23
nrpess_014319,Varejo,Moderado,1336.69,2090.74,8,0,0.252
nrpess_014320,Varejo,Moderado,4776.21,801.11,9,0,0.245
nrpess_014321,Varejo,Moderado,1529.74,1833.91,8,4,0.406
nrpess_014322,Especial,Moderado,7613.03,1950.74,4,2,0.229
nrpess_014323,Especial,Moderado,9826.15,2502.55,11,5,0.538
nrpess_014324,Private,Baixo Engajamento,117788.35,585.3,0,0,0.05
nrpess_014325,Select,Baixo Engajamento,32438.48,512.96,2,2,0.143
nrpess_014326,Varejo,Moderado,2793.8,2120.77,9,1,0.318
nrpess_014327,Varejo,Muito Engajado,2864.96,4441.23,22,5,0.861
nrpess_014328,Varejo,Baixo Engajamento,1511.63,340.01,2,0,0.059
nrpess_014329,Varejo,Baixo Engajamento,2352.01,913.65,4,4,0.283
nrpess_014330,Varejo,Moderado,2468.29,1939.66,10,3,0.418
nrpess_014331,Varejo,Moderado,1521.83,1766.86,9,1,0.309
nrpess_014332,Varejo,Moderado,1800.95,1721.28,9,2,0.348
nrpess_014333,Varejo,Baixo Engajamento,2814.91,81.98,3,3,0.197
nrpess_014334,Varejo,Baixo Engajamento,1264.98,224.26,4,1,0.146
nrpess_014335,Private,Moderado,54804.63,2510.69,6,4,0.373
nrpess_014336,Especial,Moderado,10813.35,781.48,11,6,0.535
nrpess_014337,Private,Muito Engajado,94268.36,2370.36,14,9,0.769
nrpess_014338,Varejo,Moderado,845.14,1902.39,17,4,0.633
nrpess_014339,Varejo,Moderado,1130.73,1498.59,7,3,0.332
nrpess_014340,Varejo,Muito Engajado,1328.72,3497.67,18,6,0.777
nrpess_014341,Varejo,Moderado,3021.98,1579.41,9,2,0.344
nrpess_014342,Varejo,Baixo Engajamento,1143.85,645.34,1,1,0.081
nrpess_014343,Select,Moderado,21879.28,1588.43,3,6,0.355
nrpess_014344,Private,Muito Engajado,97161.92,3462.75,20,4,0.747
nrpess_014345,Varejo,Baixo Engajamento,3098.5,546.51,1,0,0.05
nrpess_014346,Varejo,Muito Engajado,1186.04,2858.35,14,6,0.661
nrpess_014347,Varejo,Moderado,3547.26,1715.84,9,2,0.348
nrpess_014348,Varejo,Moderado,2043.09,1246.63,5,2,0.236
nrpess_014349,Varejo,Baixo Engajamento,1716.63,672.92,1,0,0.05
nrpess_014350,Varejo,Baixo Engajamento,1642.49,1103.06,2,3,0.198
nrpess_014351,Varejo,Moderado,222.68,1167.55,10,5,0.479
nrpess_014352,Varejo,Moderado,1145.57,1749.95,7,4,0.379
nrpess_014353,Varejo,Baixo Engajamento,1678.4,556.69,1,1,0.079
nrpess_014354,Varejo,Moderado,3326.48,804.22,6,2,0.25
nrpess_014355,Varejo,Moderado,2902.83,1473.86,9,5,0.462
nrpess_014356,Private,Moderado,103514.36,3077.0,6,6,0.467
nrpess_014357,Varejo,Moderado,1716.95,1697.72,7,4,0.377
nrpess_014358,Select,Moderado,20865.07,2369.38,5,2,0.264
nrpess_014359,Select,Moderado,23455.14,1786.2,11,2,0.4
nrpess_014360,Select,Moderado,13853.53,1635.02,4,4,0.301
nrpess_014361,Especial,Baixo Engajamento,7203.64,727.4,2,1,0.108
nrpess_014362,Especial,Moderado,6968.52,2398.55,6,2,0.29
nrpess_014363,Select,Moderado,25494.5,1353.84,10,1,0.324
nrpess_014364,Varejo,Moderado,2903.88,1251.16,6,6,0.421
nrpess_014365,Varejo,Moderado,626.61,1115.84,7,3,0.323
nrpess_014366,Private,Baixo Engajamento,99179.92,555.55,3,3,0.209
nrpess_014367,Especial,Baixo Engajamento,3507.54,320.44,4,0,0.108
nrpess_014368,Private,Baixo Engajamento,108164.93,488.72,2,0,0.062
nrpess_014369,Especial,Baixo Engajamento,9140.74,814.69,0,0,0.05
nrpess_014370,Select,Baixo Engajamento,12923.44,853.51,2,1,0.111
nrpess_014371,Especial,Muito Engajado,9931.63,773.38,17,5,0.644
nrpess_014372,Especial,Moderado,10263.25,1603.78,4,2,0.22
nrpess_014373,Especial,Moderado,5559.75,1948.43,8,4,0.409
nrpess_014374,Select,Moderado,34597.17,1730.07,7,5,0.418
nrpess_014375,Select,Moderado,19079.99,2148.96,8,3,0.374
nrpess_014376,Select,Moderado,20629.24,2007.19,11,2,0.405
nrpess_014377,Especial,Moderado,10369.93,2043.77,10,3,0.421
nrpess_014378,Varejo,Moderado,2311.22,2142.44,5,4,0.339
nrpess_014379,Varejo,Moderado,1889.48,2348.16,5,2,0.264
nrpess_014380,Select,Moderado,36755.23,569.86,11,2,0.369
nrpess_014381,Especial,Baixo Engajamento,7556.02,635.56,3,1,0.131
nrpess_014382,Varejo,Moderado,2736.62,2221.36,7,0,0.231
nrpess_014383,Varejo,Baixo Engajamento,302.76,647.29,1,1,0.081
nrpess_014384,Select,Baixo Engajamento,34108.25,750.58,0,0,0.05
nrpess_014385,Select,Moderado,24266.46,701.2,8,4,0.378
nrpess_014386,Select,Muito Engajado,29506.29,2311.56,15,7,0.713
nrpess_014387,Especial,Moderado,5113.13,1191.24,13,5,0.555
nrpess_014388,Varejo,Moderado,0.0,2030.31,8,4,0.411
nrpess_014389,Varejo,Moderado,525.96,2068.95,5,1,0.217
nrpess_014390,Varejo,Muito Engajado,2412.49,3569.8,25,11,0.95
nrpess_014391,Select,Moderado,34293.03,733.21,6,3,0.288
nrpess_014392,Varejo,Moderado,1362.45,1618.43,5,1,0.205
nrpess_014393,Especial,Baixo Engajamento,7932.5,383.2,5,2,0.215
nrpess_014394,Especial,Moderado,5543.52,2026.87,12,2,0.431
nrpess_014395,Especial,Moderado,9315.48,1357.43,8,1,0.274
nrpess_014396,Select,Muito Engajado,14078.06,3206.39,19,5,0.755
nrpess_014397,Varejo,Moderado,0.0,2155.81,8,5,0.454
nrpess_014398,Especial,Moderado,9842.84,1166.32,7,4,0.364
nrpess_014399,Varejo,Moderado,1849.34,1867.32,4,2,0.227
nrpess_014400,Varejo,Moderado,1687.81,1431.54,10,0,0.286
nrpess_014401,Varejo,Moderado,1543.04,2233.95,8,2,0.336
nrpess_014402,Varejo,Moderado,2221.95,2213.1,6,3,0.325
nrpess_014403,Especial,Baixo Engajamento,4460.87,603.93,2,1,0.105
nrpess_014404,Especial,Moderado,8656.66,1746.28,8,4,0.404
nrpess_014405,Varejo,Muito Engajado,1854.28,3600.63,19,5,0.765
nrpess_014406,Varejo,Moderado,1440.84,1197.52,6,1,0.22
nrpess_014407,Especial,Muito Engajado,11043.32,3975.98,17,7,0.804
nrpess_014408,Select,Moderado,19750.49,2039.2,6,1,0.241
nrpess_014409,Varejo,Moderado,2523.24,2777.3,9,5,0.494
nrpess_014410,Especial,Muito Engajado,9987.41,3497.55,13,8,0.732
nrpess_014411,Especial,Baixo Engajamento,7495.67,790.51,3,2,0.175
nrpess_014412,Especial,Moderado,8943.41,1746.09,6,1,0.234
nrpess_014413,Varejo,Moderado,3411.99,2063.13,6,4,0.362
nrpess_014414,Especial,Moderado,12120.67,726.07,11,3,0.413
nrpess_014415,Especial,Moderado,6762.22,1439.06,10,8,0.606
nrpess_014416,Especial,Muito Engajado,9646.27,4223.78,15,3,0.601
nrpess_014417,Especial,Muito Engajado,5739.84,3035.27,20,10,0.95
nrpess_014418,Private,Muito Engajado,70850.88,2340.37,27,6,0.95
nrpess_014419,Varejo,Moderado,385.31,1145.81,10,2,0.359
nrpess_014420,Select,Muito Engajado,36533.66,4208.49,15,9,0.84
nrpess_014421,Especial,Muito Engajado,7845.65,4426.8,13,4,0.596
nrpess_014422,Especial,Baixo Engajamento,7216.54,857.92,2,0,0.071
nrpess_014423,Varejo,Moderado,321.67,2151.65,11,3,0.449
nrpess_014424,Varejo,Moderado,2090.23,2574.51,7,2,0.319
nrpess_014425,Especial,Muito Engajado,9561.42,2077.57,18,13,0.95
nrpess_014426,Especial,Muito Engajado,5790.38,3563.44,12,5,0.589
nrpess_014427,Varejo,Moderado,1505.79,1974.32,6,4,0.359
nrpess_014428,Especial,Muito Engajado,7042.7,3199.89,13,4,0.565
nrpess_014429,Varejo,Muito Engajado,1631.88,2031.45,17,6,0.716
nrpess_014430,Private,Moderado,84115.51,1887.46,5,2,0.252
nrpess_014431,Select,Muito Engajado,16204.91,5025.85,12,6,0.666
nrpess_014432,Varejo,Moderado,1655.95,1808.3,12,5,0.545
nrpess_014433,Select,Moderado,20811.04,1362.95,10,4,0.444
nrpess_014434,Select,Moderado,12046.73,2454.22,7,6,0.476
nrpess_014435,Varejo,Muito Engajado,1206.18,3807.69,24,3,0.815
nrpess_014436,Especial,Baixo Engajamento,10901.18,808.17,0,1,0.06
nrpess_014437,Varejo,Moderado,739.84,2619.36,7,6,0.48
nrpess_014438,Especial,Moderado,13497.95,1925.45,9,2,0.353
nrpess_014439,Varejo,Moderado,1492.4,1802.82,11,4,0.48
nrpess_014440,Varejo,Baixo Engajamento,962.16,910.0,2,2,0.153
nrpess_014441,Varejo,Moderado,2888.52,1835.47,6,5,0.396
nrpess_014442,Varejo,Baixo Engajamento,930.88,219.16,1,0,0.05
nrpess_014443,Select,Moderado,17938.39,1457.88,5,4,0.321
nrpess_014444,Varejo,Moderado,1793.04,2533.94,3,3,0.258
nrpess_014445,Varejo,Baixo Engajamento,2470.81,571.85,2,0,0.064
nrpess_014446,Select,Baixo Engajamento,31346.78,542.6,0,1,0.054
nrpess_014447,Varejo,Muito Engajado,617.26,2683.56,16,6,0.707
nrpess_014448,Especial,Moderado,6276.55,1343.7,6,4,0.344
nrpess_014449,Select,Moderado,25722.56,1748.49,11,0,0.319
nrpess_014450,Select,Muito Engajado,30910.73,2531.57,13,5,0.588
nrpess_014451,Varejo,Baixo Engajamento,2516.35,798.77,1,0,0.05
nrpess_014452,Varejo,Moderado,878.05,2049.15,10,7,0.581
nrpess_014453,Private,Moderado,120358.57,1834.48,9,3,0.391
nrpess_014454,Varejo,Muito Engajado,1472.58,3660.1,17,8,0.837
nrpess_014455,Varejo,Moderado,1460.83,1785.62,9,6,0.51
nrpess_014456,Varejo,Muito Engajado,1531.44,2688.47,20,8,0.887
nrpess_014457,Varejo,Moderado,935.18,2126.03,5,4,0.338
nrpess_014458,Especial,Moderado,7010.2,2322.2,8,3,0.378
nrpess_014459,Especial,Baixo Engajamento,6759.69,887.0,1,2,0.127
nrpess_014460,Private,Moderado,75541.9,2033.7,6,2,0.281
nrpess_014461,Especial,Muito Engajado,8343.53,2351.79,19,15,0.95
nrpess_014462,Varejo,Muito Engajado,2202.23,1992.99,24,4,0.81
nrpess_014463,Varejo,Moderado,2264.19,1376.89,5,4,0.319
nrpess_014464,Private,Moderado,98771.66,1686.52,8,2,0.322
nrpess_014465,Varejo,Baixo Engajamento,2611.88,572.41,2,1,0.104
nrpess_014466,Varejo,Baixo Engajamento,1348.57,629.73,2,2,0.146
nrpess_014467,Select,Baixo Engajamento,21862.34,917.5,1,1,0.088
nrpess_014468,Especial,Muito Engajado,7806.08,2297.07,24,7,0.937
nrpess_014469,Varejo,Baixo Engajamento,2985.0,555.61,4,1,0.154
nrpess_014470,Select,Muito Engajado,11420.79,2925.98,21,7,0.878
nrpess_014471,Private,Moderado,64385.94,2905.51,5,0,0.198
nrpess_014472,Varejo,Moderado,3064.79,1614.31,8,1,0.28
nrpess_014473,Select,Moderado,25835.83,1133.12,9,7,0.533
nrpess_014474,Varejo,Muito Engajado,2358.81,3383.24,23,7,0.94
nrpess_014475,Especial,Moderado,7015.06,1943.02,7,2,0.304
nrpess_014476,Select,Muito Engajado,29865.22,3617.68,22,5,0.84
nrpess_014477,Private,Muito Engajado,102770.74,3479.84,23,5,0.862
nrpess_014478,Varejo,Moderado,2401.42,1444.63,9,3,0.381
nrpess_014479,Varejo,Baixo Engajamento,1564.58,273.03,3,1,0.122
nrpess_014480,Varejo,Baixo Engajamento,2161.64,784.87,1,0,0.05
nrpess_014481,Especial,Moderado,5132.78,2319.81,8,6,0.498
nrpess_014482,Varejo,Muito Engajado,2108.63,2917.15,21,8,0.918
nrpess_014483,Varejo,Muito Engajado,1463.08,3819.95,11,2,0.45
nrpess_014484,Varejo,Muito Engajado,2338.97,3853.26,19,6,0.811
nrpess_014485,Varejo,Baixo Engajamento,1104.74,604.13,1,1,0.08
nrpess_014486,Varejo,Moderado,1564.53,1076.0,12,2,0.407
nrpess_014487,Select,Baixo Engajamento,25901.91,489.48,1,1,0.077
nrpess_014488,Varejo,Moderado,2749.76,1755.6,14,2,0.474
nrpess_014489,Varejo,Moderado,2151.62,2145.04,10,3,0.424
nrpess_014490,Select,Baixo Engajamento,38959.61,793.4,4,1,0.16
nrpess_014491,Especial,Muito Engajado,12554.31,3324.16,17,6,0.748
nrpess_014492,Varejo,Moderado,2022.5,1922.63,6,2,0.278
nrpess_014493,Varejo,Baixo Engajamento,1852.12,409.97,2,1,0.1
nrpess_014494,Especial,Moderado,7859.02,2128.57,6,3,0.323
nrpess_014495,Varejo,Muito Engajado,1970.17,3753.55,23,7,0.949
nrpess_014496,Especial,Muito Engajado,9336.73,4313.41,23,4,0.843
nrpess_014497,Varejo,Baixo Engajamento,1710.05,681.95,1,0,0.05
nrpess_014498,Varejo,Muito Engajado,1406.01,3637.27,16,2,0.571
nrpess_014499,Varejo,Baixo Engajamento,0.0,200.53,2,0,0.055
nrpess_014500,Especial,Muito Engajado,8006.18,2653.92,23,5,0.841
nrpess_014501,Select,Moderado,20405.65,2204.43,4,3,0.275
nrpess_014502,Varejo,Moderado,1367.74,2254.46,6,6,0.446
nrpess_014503,Especial,Moderado,4715.25,2512.53,3,4,0.298
nrpess_014504,Varejo,Moderado,2676.8,1881.19,11,2,0.402
nrpess_014505,Varejo,Baixo Engajamento,2343.71,712.6,2,0,0.068
nrpess_014506,Select,Moderado,33984.21,1549.74,9,1,0.304
nrpess_014507,Varejo,Baixo Engajamento,1717.9,696.04,0,1,0.057
nrpess_014508,Select,Muito Engajado,17122.67,3607.31,19,3,0.685
nrpess_014509,Especial,Muito Engajado,8301.56,4321.84,16,9,0.868
nrpess_014510,Select,Muito Engajado,22714.77,3160.42,19,5,0.754
nrpess_014511,Especial,Muito Engajado,6407.04,3076.02,14,5,0.627
nrpess_014512,Varejo,Moderado,1853.77,2214.56,5,1,0.22
nrpess_014513,Varejo,Moderado,1135.01,1951.03,11,4,0.484
nrpess_014514,Varejo,Baixo Engajamento,4408.81,630.37,1,1,0.081
nrpess_014515,Varejo,Muito Engajado,2475.68,3443.45,18,4,0.696
nrpess_014516,Varejo,Moderado,1832.37,1990.93,4,2,0.23
nrpess_014517,Varejo,Baixo Engajamento,1243.91,366.89,3,0,0.084
nrpess_014518,Select,Baixo Engajamento,17381.17,365.55,1,0,0.05
nrpess_014519,Varejo,Baixo Engajamento,2107.18,504.86,5,1,0.178
nrpess_014520,Especial,Baixo Engajamento,5828.08,659.84,2,2,0.146
nrpess_014521,Select,Moderado,18591.0,1593.59,6,4,0.35
nrpess_014522,Select,Baixo Engajamento,17746.59,739.91,2,0,0.068
nrpess_014523,Varejo,Moderado,1272.86,1342.05,6,3,0.304
nrpess_014524,Varejo,Baixo Engajamento,629.65,593.41,1,0,0.05
nrpess_014525,Varejo,Muito Engajado,736.14,4241.53,27,4,0.941
nrpess_014526,Varejo,Baixo Engajamento,2063.98,811.7,1,1,0.085
nrpess_014527,Varejo,Moderado,983.28,2216.03,5,2,0.26
nrpess_014528,Select,Muito Engajado,19178.26,4116.62,23,5,0.878
nrpess_014529,Varejo,Muito Engajado,1554.59,3633.01,17,7,0.796
nrpess_014530,Especial,Baixo Engajamento,5747.45,792.74,4,0,0.12
nrpess_014531,Private,Moderado,80590.25,2794.58,7,1,0.285
